NO,都道府県コード又は市区町村コード,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
203,11,埼玉県,さいたま市,みんなの夢の音楽隊,,,プレーパーク,さいたま市桜区白鍬202-19,,35.878222,139.604763,,,,,,,https://yumeuta.com,info@yumeuta.com,,,,,,,,,,,定期,,0,0,0,0,0,,,,,,,,,,,,
204,11,埼玉県,川越市,ろっけん食堂,,,,川越市六軒町2-25-7,,35.92039465,139.4784216,080-4658-9034,,,,,,,neoikanae@gmail.com,,,,,,5,,,12:00,13:00,月1回（土日どちらか、不定期）,,0,0,0,0,300,,,,,,,,,,,,
205,11,埼玉県,桶川市,おけがわ子ども食堂輪空（りんく）,,,,桶川市川田谷2914,,35.99010808,139.5312319,090-9399-5988,,,,,,,oks.link2021@gmail.com,,,,,,5,日,,11:00,12:30,毎月第2日曜日,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
206,11,埼玉県,和光市,そらよみヤミー,,,,和光市,,,,,,,,,,https://www.wako-sus.org/sorayomiyummy/,,,,,,,,,,10:00,12:00,,,,,,,,,,,,,,,,,,,
207,11,埼玉県,富士見市,鶴瀬西・関沢子ども食堂まんぷく,,,,富士見市大字鶴馬3575-1　鶴瀬西交流センター調理室,,35.842125,139.534829,090-1267-2567,,,,,,https://ameblo.jp/manpuku0325/,manpuku2021＠ab.auone-net.jp,,,,,,5,木,,15:30,,毎月1回 第4木曜日,,100,100,100,100,300,現在はコロナで弁当配布 1食200,,,,,1,,埼玉県子ども食堂ネットワーク;富士見子ども・若者の居場所応援ネットワーク,,,,
208,11,埼玉県,富士見市,あにまーと,,,,富士見市関沢3-23-41,,35.836786,139.543059,049-256-7423,,,,,,https://mizuhoen.com/,yoshidami417@gmail.com,,,,,,5,土,,11:30,,毎月第3土曜日,,300,300,300,300,300,,,,,,,,富士見子ども・若者の居場所応援ネットワーク,,,,
209,11,埼玉県,越谷市,こども食堂かなう,,,,越谷市柳町1-14,,35.894107,139.789952,070-8959-5391,,,,,,https://www.instagram.com/kanaushokudou/,kanaushokudou@gmail.com,,,,,,5,日,,12:00,13:00,毎月一回　最終日曜日に開催,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
210,11,埼玉県,所沢市,ぽかぽか広場・山口（椿峰コミュニティ会館）,,,学習支援,所沢市小手指南3丁目57-9,,35.785203,139.433926,,,,,,,,tokopan.yamaguchi@gmail.com,,,,,,5,木,,,,月第4木曜日,,0,0,0,0,0,,,,,1,,,とこぱん所沢ネットワーク,,,,
211,11,埼玉県,所沢市,ぽかぽか広場・山口（山口公民館　夏休み昼食会）,,,学習支援,所沢市山口5004　山口公民館,,35.78428,139.4391,,,,,,,,tokopan.yamaguchi@gmail.com,,,,,,,,,,,,,,,,,,,,,,1,,,とこぱん所沢ネットワーク,,,,
212,11,埼玉県,所沢市,ぽかぽか広場・山口（南林宅　昼食会）,,,学習支援,所沢市,,,,,,,,,,,tokopan.yamaguchi@gmail.com,,,,,,5,土,,,,毎月第3土曜日,,,,,,,,,,,1,,,,,,,
213,11,埼玉県,加須市,光明寺おてら食堂,,,プレーパーク,加須市本町14-43,,36.126703,139.60087,080-1008-8466,,,,,,,otera.shokudo@gmail.com,,,,,,5,,,,,月1回,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
214,11,埼玉県,本庄市,恩むすび,,,,本庄市銀座1-9-23,,36.238937,139.185435,0495-37-4417,,,,,,,hohoemiekubokawaiina@ezweb.ne.jp,,,,,,5,,,,,1ヶ月に一回目安。食堂やってるので、できるときいつでも提供できれば,,0,0,0,0,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
215,11,埼玉県,小川町,小川町みんなの食堂,,,,小川町角山133,,36.059625,139.26369,0493-81-6181,,,,,,,Ogawa108@town.saitama_ogawa.lg.jp,,,,,,5,土,,,,毎月第3土曜日,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
216,11,埼玉県,戸田市,スマイルエンジョイプロジェクトとだっ子食堂,,,,戸田市本町2-10-1,,35.809317,139.677094,048-433-8881,（スマイル戸田）,,,,,,todakko-shokudo@dune.ocn.ne.jp,,,,,,5,土,,,,毎月末の土曜日,,0,0,0,0,0,,,,,1,,,埼玉県子ども食堂ネットワーク,,,,
217,11,埼玉県,久喜市,子ども食堂ぬくもり,,,学習支援,久喜市本町2-4-10,,36.066304,139.670342,090-8773-5690,,,,,,,,,,,,,4,火,,,,毎月第1・3火曜日,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
218,11,埼玉県,深谷市,いちご食堂,,,,深谷市菅沼165,,36.143466,139.287846,080-9818-2334,,,,,,,,,,,,,5,土,,11:00,12:30,毎月第4土曜日,,100,100,100,100,200,,,,,,,,,,,,
219,11,埼玉県,深谷市,まありのいえこども食堂,,,,深谷市上野台3353-5,,36.185496,139.269483,080-9349-1129,,,,,,http://maarinoie.localinfo.jp,ohirune-tanpopochan1129@ezweb.ne.jp,,,,,,5,金,,17:30,18:30,毎月第3金曜日（時間はテイクアウト期間）,,0,100,100,200,200,,,,,,,,,,,,
220,11,埼玉県,草加市,こども食堂　～ペンギン村～,,,,草加市高砂1-8-8,,35.825025,139.806614,048-918-4005,,,,,,,gami0128@gmail.com,,,,,,6,日,,,,奇数月　最終日曜日,,0,0,0,0,300,,,,,,,,こども応援ネットワークPine,,,,
221,11,埼玉県,日高市,日高こどな食堂,,,,日高市高萩東2-10-1,,35.9096,139.380091,090-7288-5398,,,,,,,hachi012@yahoo.co.jp,,,,,,5,日,,12:00,,毎月第2日曜日,,50,50,50,50,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
222,11,埼玉県,伊奈町,伊奈こども食堂,,,,伊奈町学園2-196-5,,36.00896,139.613425,080-6428-8356,,,,,,https://beets-kitchen.com,juicy461211@gmail.com,,,,,,5,土,,11:00,12:00,毎月第1土曜日,,100,100,100,100,300,ひとり親、障害児は0円,,,,,,,埼玉県子ども食堂ネットワーク,,,,
223,11,埼玉県,ふじみ野市,どん亭子供食堂,,,,ふじみ野市上福岡1-10-2　エーデルビル2F,,35.875984,139.511914,049-265-5291,,,,,,,,,,,,,4,月,,17:00,19:00,毎月第2・第4月曜日,,0,0,0,0,300,,,,,,,,ふじみ野市役所ホームページ,,,,
224,11,埼玉県,川越市,こども食堂　川越エンゼルトランペット,,,,川越市的場2173-29　ひかり福音協会内,,35.927901,139.439577,049-299-4633,,,,,,https://jh1hxl.wixsite.com/angeltrumpet,jh1hxl@yahoo.co.jp,,,,,,4,土,,11:00,13:00,毎月第2・第4土曜日,,100,100,100,100,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
225,11,埼玉県,所沢市,和田子ども食堂,,,,所沢市東所沢和田2-18-11,,35.794326,139.507132,070-6517-4782,,,,,,https://tgenkijuku.com/,tokorozawagenkijuku@gmail.com,,,,,,4,火土,,,,第2(土)　第4(火),,100,100,100,100,100,,,,,1,,,,,,,
226,11,埼玉県,熊谷市,NPO法人若者支援ひろば三愛        ,,,学習支援,熊谷市宮町2-132 林ビル4階,,36.145872,139.388055,080-8913-3794,,,,,,https://ibasyo31.wixsite.com,ibasyo31@gmai.com,,,,,,2,火金日,,,,毎週3回　火曜日15:00〜20:00、金曜日13:30〜20:00、日曜日13:30〜18:00,,0,0,0,0,0,,,,,,,,,,,,
227,11,埼玉県,新座市,栄五丁目支部 子ども食堂,,,,新座市栄5-2-17,,35.773836,139.58137,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,,,,,,,,,,,,
228,11,埼玉県,さいたま市,ケア型子ども食堂なないろキッチン（岩槻区）,,,,さいたま市岩槻区,,,,090-6031-8732,,,,,,,,,,,,,5,土,,,,毎月第1土曜日,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク;さいたま市子ども食堂ネットワーク,,,,
229,11,埼玉県,滑川町,エシカルライフカフェリーフ,,,,滑川町みなみ野2-6-2,,36.044261,139.37422,,,,,,,,,,,,,,,,,,,,,0,0,0,0,500,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
230,11,埼玉県,さいたま市,いわつきはるみ子ども食堂,,,学習支援,さいたま市岩槻区西町4-4-19,,35.9588,139.689801,048-758-6118,,,,,,,,,,,,,5,火,,12:00,17:00,隔月第2・第4火曜日,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
231,11,埼玉県,熊谷市,あいだいな～,,,,熊谷市,,,,,,,,,,,,,,,,,5,日,,,,毎月第4日曜11:30～13:00、16:30～17:00,,0,0,0,0,,大人は600円～800円、妊婦は0円,,,,,,,,,,,
232,11,埼玉県,秩父市,なの花,,,,秩父市太田895,,36.055695,139.059729,090-9348-5765,,,,,,,Owz23592278x417@ezweb.ne.jp,,,,,,,,,,,コロナが終了を見てから開催の予定です。,,,,,,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
233,11,埼玉県,朝霞市,あさかニコまる食堂,,,,朝霞市,,,,070-4115-0756,,,,,,,liaison.terre@gmail.com,,,,,,5,金,,17:00,19:30,毎月１回、原則第４金曜日(現在コロナ対策のため開催日と時間を変更する場合が多くなっています),,0,0,0,0,300,18歳まで0円,,,,,,,埼玉県子ども食堂ネットワーク;あさか地区こども食DOネット,,,,
234,11,埼玉県,川口市,安行げんき食堂,,,,川口市安行出羽1-3-24　喫茶　一隅,,35.851356,139.760295,,,,,,,,,,,,,,3,土,,11:00,13:00,毎週土曜日,,0,0,0,0,300,,,,,,,,,,,,
235,11,埼玉県,草加市,IMAいなり食堂,,,,草加市,,,,,,,,,,,usmyke725@yahoo.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,こども応援ネットワークPine,,,,
236,11,埼玉県,入間市,黒須にじいろ広場,,,プレーパーク,入間市黒須2丁目3-13,,35.844985,139.384571,,,,,,,,kurosu.nijiiro@gmail.com,,,,,,6,,,,,2ヶ月に1回程度,,0,0,0,0,0,現在は0円,,,,,,,こども食堂ネットワークいるま,,,,
237,11,埼玉県,入間市,子ども食堂nukunuku,,,,入間市豊岡2-2-8,,35.834502,139.384992,,,,,,,,,,,,,,5,,,11:00,14:00,毎月最終土or日曜日,,,,,,,,,,,,,,こども食堂ネットワークいるま,,,,
238,11,埼玉県,久喜市,みんなのカフェテリア,,,,入間市,,,,04-2962-6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,こども食堂ネットワークいるま,,,,
239,11,埼玉県,久喜市,菖蒲文化会館 こどもCafé Arts ＆ Eats,,,学習支援,久喜市菖蒲町菖蒲85-1　久喜市菖蒲文化会館,,36.061608,139.603219,0480-87-1377,,,,,,https://www.kuki-bunka.jp/kodomo-cafe/,,,,,,,5,,,,,毎月1回,,0,0,0,0,,,,,,,,,,,,,
240,11,埼玉県,北本市,SARAちゃん食堂,,,,北本市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
241,11,埼玉県,三郷市,CURVOこども食堂三郷店,,,,三郷市,,,,080-9776-0888,,,,,,https://msl.or.jp/,info@msl.or.jp,,,,,,,,,,,,,0,0,0,0,300,,,,,1,,,,,,,
242,11,埼玉県,川越市,ちょうちん村。こども食堂,,,,川越市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
243,11,埼玉県,北本市栄,くりりんCafe,,,,北本市栄7番地1-26-102,,,,090-6032-5475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きたもとBASE,,,,
244,11,埼玉県,さいたま市,子ども食堂Omusubi,,,,さいたま市,,,,,,,,,,,omusubi.lego@gmail.com,,,,,,3,月金,,17:00,19:00,毎週月・金曜日,,0,0,0,0,300,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
245,11,埼玉県,さいたま市,みんなの居場所+浦和子ども食堂,,,,さいたま市浦和区東仲町8-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
246,11,埼玉県,所沢市,所沢みんなの食堂　ぬくもり,,,,所沢市東所沢5-1-10　さがみ典礼　東所沢駅前葬斎センター,,35.793539,139.514381,,,,,,,,shokudou.nukumori@gmail.com,,,,,,5,日,,11:30,12:00,毎月1回友引の日曜日,,100,100,100,100,500,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
247,11,埼玉県,鴻巣市,こどもレストラン「ゆめ」,,,,鴻巣市本町1-1-3　エルミ2　4階,,36.05948,139.510723,048-501-8613,,,,,,,kounos-yumenomi@kxd.biglobe.ne.jp,,,,,,5,土,,12:00,13:30,毎月第1土曜日,,0,0,0,0,200,,,,,,,,埼玉県子ども食堂ネットワーク,,,,
248,11,埼玉県,坂戸市,Happy-lucky-café,,,学習支援;プレーパーク,坂戸市西坂戸五丁目34-1（城山公民館）,,35.929506,139.333792,0492-71-7784,,,,,,,,,,,,,,,,,,,,,,,,,0円～100円,,,,,,,,,,,
249,140007,神奈川県,横浜市,大家族食堂さくら食堂,ダイカゾクショクドウサクラショクドウ,,,横浜市金沢区西柴3-17-7,,35.34763,139.62836,(045)516-8560,,,,,,http://sakurachaya.moo.jp/,sakuracafe2448@gmail.com,,,,,,4,金,,17:00,19:30,第2金曜日、第4金曜日,,0,100,100,100,300,,,,,,,,,,,,
250,140007,神奈川県,横浜市,なまむぎこども食堂,ナマムギコドモショクドウ,,,横浜市鶴見区生麦4-6-4,,35.49681,139.67024,(080)8865-7536,,,,,,https://www.facebook.com/生麦こども食堂,namamugikodomoshokudou@gmail.com,,,,,,4,金,,18:00,19:00,第1金曜日、第3金曜日,,0,0,0,0,0,,,,,,,,,,,,
251,140007,神奈川県,横浜市,ムーミンなかま食堂,ムーミンナカマショクドウ,,,横浜市西区中央2-6-4,,35.45103,139.61412,(045)315-2141,,,,,,http://moomin-asobi.org,nakamano-mori-soumu@ecnt.net,,,,,,5,,,17:00,19:00,,,0,,,200,200,,,,,,,,,,,,
252,140007,神奈川県,横浜市,ムーミンなかま食堂,ムーミンナカマショクドウ,,,横浜市西区南浅間町29-21,マック西横浜コート1階,35.45554,139.60788,(045)315-2141,,,,,,http://moomin-asobi.org,nakamano-mori-soumu@ecnt.net,,,,,,5,,,16:30,18:00,,,0,,,200,200,,,,,,,,,,,,
253,140007,神奈川県,横浜市,月の子こども食堂,ツキノコドモショクドウ,,,横浜市保土ケ谷区上星川2-2-7,ロイヤル上星川ビル1階A号室,35.47057,139.57661,(080)2131-8906,,,,,,https://chat-hodogaya.yokohama,chat_hodogaya@yahoo.co.jp,,,,,,2,火,,18:00,19:00,毎週火曜日,,,0,0,500,500,,,,,,,,,,,,
254,140007,神奈川県,横浜市,出張星の子こども食堂,シュッチョウホシノコドモショクドウ,,,横浜市保土ケ谷区上星川2-2-7,ロイヤル上星川ビル1階A号室,35.47057,139.57661,(080)2131-8906,,,,,,https://chat-hodogaya.yokohama,chat_hodogaya@yahoo.co.jp,,,,,,4,水,,17:00,20:00,第2水曜日、第4水曜日,,0,0,0,0,,,,,,,,,,,,,
255,140007,神奈川県,横浜市,無料配布会（ヘルキーカフェ）,ムリョウハイフカイ（ヘルキーカフェ）,,,横浜市保土ケ谷区常盤台53-2,,35.47303,139.58575,(080)2131-8906,,,,,,https://chat-hodogaya.yokohama,chat_hodogaya@yahoo.co.jp,,,,,,6,金,,15:00,16:00,第2金曜日,,,0,0,500,500,,,,,,,,,,,,
256,140007,神奈川県,横浜市,地域食堂りり庵,チイキショクドウリリアン,,,横浜市,,35.44403,139.63795,(090)9316-0226,,,,,,https://rian.1web.jp/,rian.kyoten@gmail.com,,,,,,5,木,,,,第4木曜日、開催時間不定期,,150,150,150,150,150,,,,,,,,,,,,
257,140007,神奈川県,横浜市,あんさんぶるこども・ちいき食堂,アンサンブルコドモ・チイキショクドウ,,,横浜市旭区左近山1186-6,左近山団地7-10-104,35.45648,139.55150,(045)352-0191,,,,,,,omoiyarinet7107@gmai.com,,,,,,4,土,,9:30,11:30,第2土曜日,,0,,,,100,15歳以下無料,,,,,,,,,,,
258,140007,神奈川県,横浜市,いちさわラボこどもしょくどうカフェ,イチサワラボコドモショクドウカフェ,,,横浜市旭区市沢町9,,35.46408,139.55777,(090)4753-7606,,,,,,https://www.facebook.com/ichisawalabo,ichisawalabo@ymail.ne.jp,,,,,,4,木,,,,第1木曜日、 曜日・時間は会場の予約がとれた枠で、10時～14時位の間で都度設定,,,,,,,会食は子ども100円、大人300円。カフェやイベントは1人100円または1家族100円など,,,,,,,,,,,
259,140007,神奈川県,横浜市,みんなの食卓kitchenあんぶれら,ミンナノショクタクキッチンアンブレラ,,,横浜市旭区川島町2886-4,,35.47976,139.55925,(070)6947-2954,,,,,,,kitchen.umbrella0618@gmail.com,,,,,,5,,,11:00,15:00,,,100,100,100,100,200,,,,,,,,,,,,
260,140007,神奈川県,横浜市,こどもすまいる食堂,コドモスマイルショクドウ,,,横浜市磯子区滝頭2-30-1,,35.42025,139.62250,(090)8023-2392,,,,,,https://www.facebook.com/groups/201168190499972,mngo13203@gmail.com,,,,,,5,金,,17:00,18:00,第3金曜日,,0,0,0,0,300,,,,,,,,,,,,
261,140007,神奈川県,横浜市,キッズカフェ杉田,キッズカフェスギタ,,,横浜市磯子区中原,,35.39034,139.61487,(045)772-1716,,,,,,https://sugita-christ-church.jimdo.com/kidscafe/,psalms027@gmail.com,,,,,,5,土,,12:00,13:00,第4土曜日,,0,0,0,0,100,,,,,,,,,,,,
262,140007,神奈川県,横浜市,かさまごはん,カサマゴハン,,,横浜市栄区笠間1-1-1,,35.35564,139.53204,(045)890-0800,,,,,,,kasamagohan@gmail.com,,,,,,5,木,,17:00,19:20,第4木曜日,,0,100,100,100,200,,,,,,,,,,,,
263,140007,神奈川県,横浜市,桂台げんき食堂,カツラダイゲンキショクドウ,,,横浜市栄区桂台中4-5,,35.35314,139.56491,(090)7423ｰ9513,,,,,,,hiro6168yoshi@yahoo.co.jp,,,,,,5,火,,15:00,16:30,こども食堂は月1回だが毎週1回学習室として開催,,100,100,100,100,300,,,,,,,,,,,,
264,140007,神奈川県,横浜市,子ども食堂七福尽,コドモショクドウシチフクジン,,,横浜市金沢区寺前1-5-27-101,,35.34060,139.62570,(080)1020-2883,,,,,,https://yu-nagi.org,goldship715@gmail.com,,,,,,3,水,,16:00,19:00,毎週水曜日,,0,0,0,0,300,,,,,,,,,,,,
265,140007,神奈川県,横浜市,みんなでごはん,ミンナデゴハン,,,横浜市金沢区富岡東3-14-47,,35.37373,139.63097,(090)6923-8783,,,,,,,cony.11.422@gmail.com,,,,,,5,土,,10:45,13:30,,,100,100,100,100,300,,,,,,,,,,,,
266,140007,神奈川県,横浜市,なないろのあした食堂,ナナイロノアシタショクドウ,,,横浜市戸塚区戸塚町145,小川庵,35.39693,139.53148,(070)2161-4926,,,,,,https://dothemotion.tokyo,shota-suda@ocean-group.co.jp,,,,,,4,火,,16:00,18:00,第2火曜日、第4火曜日,,0,0,0,0,200,,,,,,,,,,,,
267,140007,神奈川県,横浜市,多世代地域交流食堂みらころ,タセダイチイキコウリュウショクドウミラコロ,,,横浜市戸塚区川上町4-4,,35.42823,139.55577,(090)6159-1663,,,,,,https://miracolo.crayonsite.net/,miracolokiseki@gmail.com,,,,,,5,木,,16:00,19:30,第3木曜日,,0,0,0,100,300,,,,,,,,,,,,
268,140007,神奈川県,横浜市,つどい食堂,ツドイショクドウ,,,横浜市戸塚区東俣野町1705,,35.37318,139.49698,(090)2240-3359,,,,,,,kiuchi@nagominosono.jp,,,,,,,,,11:00,15:00,現在休止,,0,0,0,0,300,,,,,,,,,,,,
269,140007,神奈川県,横浜市,港南台こども食堂みんなのカフェ,コウナンダイコドモショクドウミンナノカフェ,,,横浜市港南区港南台5-3-1,,35.37191,139.58182,(090)5329-1559,,,,,,https://m.facebook.com/p/港南台こども食堂みんなのカフェ-100069361991072/,kaoreirioran@gmail.com,,,,,,5,火,,16:30,19:00,第3火曜日,,0,0,0,0,300,,,,,,,,,,,,
270,140007,神奈川県,横浜市,下田ほっと食堂,シモダホットショクドウ,,,横浜市港北区下田町4-1-1,,35.55695,139.62943,(090)6142-9469,,,,,,,info.s.kosodateouenkai@gmail.com,,,,,,5,,,17:30,19:30,開催時間②11:00〜13:00,,100,200,200,200,200,,,,,,,,,,,,
271,140007,神奈川県,横浜市,親子食堂,オヤコショクドウ,,,横浜市港北区錦が丘17-7,,35.50855,139.63078,(090)5557-4277,,,,,,https://kikuna-hiroba.com/,ashimiho228@gmail.com,,,,,,5,水,,17:00,19:00,第4水曜日,,0,0,0,0,300,,,,,,,,,,,,
272,140007,神奈川県,横浜市,大倉山ミエル,オオクラヤマミエル,,,横浜市港北区大倉山5-32-26,,35.52638,139.62100,(045)717-6778,,,,,,https://cafemiel.jimdofree.com/,miel.okurayama@gmail.com,,,,,,4,水金,,17:00,19:00,第1水曜日、第3金曜日,,0,0,0,0,0,,,,,,,,,,,,
273,140007,神奈川県,横浜市,ふれあいっこ三ツ沢,フレアイッコミツザワ,,,横浜市神奈川区三ツ沢東町2-29,,35.47423,139.61357,(090)1540-0316,,,,,,https//kids-33-comm.jimdofree.com/,manatee32zw0810@gmail.com,,,,,,5,水,,17:00,19:00,第1水曜日,,0,,,200,200,,,,,,,,,,,,
274,140007,神奈川県,横浜市,ナナ食堂,ナナショクドウ,,,横浜市青葉区あざみ野1−21−11,,35.57245,139.55081,(045)482-6717,,,,,,https://www.spacenana.com/,spacenana@gmail.com,,,,,,4,火,,12:00,,第1火曜日、第3火曜日,,0,0,0,0,500,,,,,,,,,,,,
275,140007,神奈川県,横浜市,満福いずみ食堂,マンプクイズミショクドウ,,,横浜市泉区中田東3-15-9,,35.41206,139.51015,(080)3155-0829,,,,,,https://www.facebook.com/profile.php?id=100064917841488,manpuku.izumi@gmail.com,,,,,,4,木,,17:00,19:00,第2木曜日、第4木曜日,,100,100,100,100,300,,,,,,,,,,,,
276,140007,神奈川県,横浜市,みやまえ食堂,ミヤマエショクドウ,,,横浜市泉区中田東4-59-41,,35.41635,139.50977,(090)4959-4939,,,,,,https://miyanomaestro.or.jp/,miyanomaesutoro@yahoo.co.jp,,,,,,4,水,,17:00,20:00,第1水曜日、第3水曜日,,300,300,300,300,300,,,,,,,,,,,,
277,140007,神奈川県,横浜市,子ども食堂とアート体験,コドモショクドウトアートタイケン,,,横浜市中区寿町4-14-4,,35.43825,139.63803,(090)1261-1308,,,,,,https://www.acchicocchi.com/,info@acchicocchi.com,,,,,,5,火,,18:00,20:30,,,0,0,0,0,500,,,,,,,,,,,,
278,140007,神奈川県,横浜市,駒岡丘の上こども食堂,コマオカオカノウエコドモショクドウ,,,横浜市鶴見区駒岡4-28-5,,35.53318,139.65498,(045)571-0035,,,,,,"https://komaoka-cc.com/
",shichida_n@komaoka-cc.com,,,,,,4,木,,17:30,19:00,第1木曜日、第3木曜日,,200,200,200,200,300,,,,,,,,,,,,
279,140007,神奈川県,横浜市,奏ロケット,カナデロケット,,,横浜市都筑区池辺町4328,,35.51429,139.56465,(045)507-4528,,,,,,https://www.kanadehiroba.com/,d_kobuta@yahoo.co.jp,,,,,,2,,,17:00,19:00,,,0,0,0,0,300,,,,,,,,,,,,
280,140007,神奈川県,横浜市,センター北子ども・みんなの食堂,センターキタコドモ・ミンナノショクドウ,,,横浜市都筑区中川中央1−21−7,1F,35.55092,139.57788,(045)642-8077,,,,,,https://instagram.com/centerkita_kids_cafe?igshid=OGQ5ZDc2ODk2ZA==,kawai.k@kidsfore.co.jp,,,,,,4,水,,16:30,18:30,第1水曜日、第3水曜日,,0,0,0,0,0,,,,,,,,,,,,
281,140007,神奈川県,横浜市,わたぼうしエスニックキッチン,ワタボウシエスニックキッチン,,,横浜市南区浦舟町3-46,浦舟複合福祉施設10階,35.43416,139.62636,(090)1508-9483,,,,,,,asamiohmoto@yahoo.co.jp,,,,,,3,土,,14:00,16:00,毎週土曜日,,0,0,0,0,0,,,,,,,,,,,,
282,140007,神奈川県,横浜市,AsoBe場あそべは,アソベバ,,,横浜市南区中村町2-120-3,,35.43460,139.63232,(070)1500-2580,,,,,,,omoiyari.tai@gmail.com,,,,,,4,金,,16:00,18:00,第2金曜日、第4金曜日,,0,0,0,0,250,,,,,,,,,,,,
283,140007,神奈川県,横浜市,みなみ～な広場,ミナミ～ナヒロバ,,,横浜市南区南太田1-7-20,,35.43652,139.61502,(090)2142-4692,,,,,,,minamiina.hiroba@gmail.com,,,,,,6,日,,10:30,12:30,第4日曜日,,0,0,0,0,0,,,,,,,,,,,,
284,140007,神奈川県,横浜市,食堂のチカラ,ショクドウノチカラ,,,横浜市南区南太田4-2-20,ツインヒルズ1階,35.43499,139.60120,(090)3576-8388,,,,,,,fukasawa-y-h@pat.hi-ho.ne.jp,,,,,,5,金,,15:00,,第3金曜日、15時以降,,100,100,100,100,300,,,,,,,,,,,,
285,140007,神奈川県,横浜市,てのひら食堂,テノヒラショクドウ,,,横浜市南区睦町1-27,,35.43089,139.61865,(045)731-2539,,,,,,http://www.airinkai.com/,marumin@airinkai.com,,,,,,5,土,,11:00,15:00,第1土曜日,,0,100,100,100,300,,,,,,,,,,,,
286,140007,神奈川県,横浜市,子どもフリースペースいらっしゃい,コドモフリースペースイラッシャイ,,,横浜市南区六ツ川1-714,,35.42353,139.58559,(070)1502-0110,,,,,,https://sites.google.com/view/kodomo-free-space-irashai/,irassyai@jcoim.zaq.ne.jp,,,,,,4,土,,17:00,18:00,第1土曜日、第3土曜日,,0,0,0,0,300,,,,,,,,,,,,
287,140007,神奈川県,横浜市,みんなでキッチン,ミンナデキッチン,,,横浜市保土ヶ谷区狩場町325,,35.44036,139.58282,(090)3217-8725,,,,,,,kei552017@outlook.jp,,,,,,5,水,,17:00,19:00,第4水曜日,,100,100,100,100,300,,,,,,,,,,,,
288,140007,神奈川県,横浜市,あったか食堂,アッタカショクドウ,,,横浜市保土ケ谷区西谷3-15-1,,35.47765,139.56798,(045)371-3794,,,,,,"https://www.hodogaya-kumin.com/
",nishiyacc@hodogaya-kumin.com,,,,,,5,,,12:00,13:00,,,,100,100,100,,,,,,,,,,,,,
289,140007,神奈川県,横浜市,鴨居こども食堂ぱくぱく,カモイコドモショクドウパクパク,,,横浜市緑区鴨居5-29-8,,35.50515,139.56329,(045)934-7603,,,,,,,michikos@pp.iij4u.or.jp,,,,,,3,木,,17:00,19:30,毎週木曜日,,100,100,100,100,300,,,,,,,,,,,,
290,140007,神奈川県,川崎市,美波こども食堂,ミナミコドモショクドウ,,,川崎市麻生区上麻生2-20-15,,35.60021,139.51054,(044)455-5468,,,,,,https://asfell.co.jp,minami@asfell.co.jp,,,,,,5,金,,17:00,19:00,第3金曜日,,100,100,100,100,100,,,,,,,,,,,,
291,140007,神奈川県,川崎市,大家族ふるさと食堂,ダイカゾクフルサトショクドウ,,,川崎市川崎区宮本町3-7,,35.53203,139.70375,(090)1708-6635,,,,,,"https://www.facebook.com/furusatosyokudo/?locale=ja_JP

",tutomu-50storm@ab.cyberhome.ne.jp,,,,,,5,火,,18:00,19:00,第2火曜日,,0,0,0,0,500,大学生も無料,,,,,,,,,,,
